External_ID,Name,Account_r.Account__c,Apt_Location__r.Apt_Location__c,Rent__c,Occupied__c,Bedrooms__c,Amenities__c,Available_Date__c,CreatedDate,LastModifiedDate
a03oB000000G3utQAC,Unit 1806 - Ballard,001oB00000JcW8pQAF,a00oB000000mSNaQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3uuQAC,Unit 1807 - Financial District,,a00oB000000mSNDQA2,5400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3uvQAC,Unit 1808 - Alberta Arts District,001oB00000JcW9pQAF,a00oB000000mSNKQA2,2400,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3uwQAC,Unit 1809 - Belltown,,a00oB000000mSNgQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3uxQAC,Unit 1810 - Financial District,001oB00000JcWAyQAN,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3uyQAC,Unit 1811 - Sellwood,,a00oB000000mSNQQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3uzQAC,Unit 1812 - West Seattle,001oB00000JcW6VQAV,a00oB000000mSNmQAM,2900,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v0QAC,Unit 1813 - Financial District,,a00oB000000mSNDQA2,2950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v1QAC,Unit 1814 - Foster-Powell,001oB00000JcW9mQAF,a00oB000000mSNWQA2,3550,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v2QAC,Unit 1815 - University District,,a00oB000000mSNdQAM,3500,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v3QAC,Unit 1816 - Financial District,001oB00000JcW9uQAF,a00oB000000mSNDQA2,2800,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v4QAC,Unit 1817 - Mississippi Avenue,,a00oB000000mSNNQA2,3350,FALSE,3,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v5QAC,Unit 1818 - Madison Park,001oB00000JcWAiQAN,a00oB000000mSNjQAM,3250,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v6QAC,Unit 1819 - Financial District,,a00oB000000mSNDQA2,3400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v7QAC,Unit 1820 - Irvington,001oB00000JcW9jQAF,a00oB000000mSNTQA2,1800,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v8QAC,Unit 1821 - Ballard,,a00oB000000mSNaQAM,3050,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3v9QAC,Unit 1822 - Financial District,001oB00000JcW5kQAF,a00oB000000mSNDQA2,3950,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vAQAS,Unit 1823 - Alberta Arts District,,a00oB000000mSNKQA2,2400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vBQAS,Unit 1824 - Belltown,001oB00000JcWA8QAN,a00oB000000mSNgQAM,3800,TRUE,3,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vCQAS,Unit 1825 - Financial District,,a00oB000000mSNDQA2,3750,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vDQAS,Unit 1826 - Sellwood,001oB00000JcW9gQAF,a00oB000000mSNQQA2,2150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vEQAS,Unit 1827 - West Seattle,,a00oB000000mSNmQAM,4400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vFQAS,Unit 1828 - Financial District,001oB00000JcW8SQAV,a00oB000000mSNDQA2,3600,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vGQAS,Unit 1829 - Foster-Powell,,a00oB000000mSNWQA2,1950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vHQAS,Unit 1830 - University District,001oB00000JcWAlQAN,a00oB000000mSNdQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vIQAS,Unit 1831 - Financial District,,a00oB000000mSNDQA2,4200,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vJQAS,Unit 1832 - Mississippi Avenue,001oB00000JcW9dQAF,a00oB000000mSNNQA2,2400,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vKQAS,Unit 1833 - Madison Park,,a00oB000000mSNjQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vLQAS,Unit 1834 - Financial District,001oB00000JcW8VQAV,a00oB000000mSNDQA2,5150,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vMQAS,Unit 1835 - Irvington,,a00oB000000mSNTQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vNQAS,Unit 1836 - Ballard,001oB00000JcWA5QAN,a00oB000000mSNaQAM,2200,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vOQAS,Unit 1837 - Financial District,,a00oB000000mSNDQA2,4950,FALSE,3,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vPQAS,Unit 1838 - Alberta Arts District,001oB00000JcW9aQAF,a00oB000000mSNKQA2,2750,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vQQAS,Unit 1839 - Belltown,,a00oB000000mSNgQAM,2800,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vRQAS,Unit 1840 - Financial District,001oB00000JcW5hQAF,a00oB000000mSNDQA2,2800,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vSQAS,Unit 1841 - Sellwood,,a00oB000000mSNQQA2,2550,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vTQAS,Unit 1842 - West Seattle,001oB00000JcW7fQAF,a00oB000000mSNmQAM,3250,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vUQAS,Unit 1843 - Financial District,,a00oB000000mSNDQA2,3400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vVQAS,Unit 1844 - Foster-Powell,001oB00000JcW9XQAV,a00oB000000mSNWQA2,3200,TRUE,3,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vWQAS,Unit 1845 - University District,,a00oB000000mSNdQAM,3050,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vXQAS,Unit 1846 - Financial District,001oB00000JcW8YQAV,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vYQAS,Unit 1847 - Mississippi Avenue,,a00oB000000mSNNQA2,3800,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vZQAS,Unit 1848 - Madison Park,001oB00000JcWAoQAN,a00oB000000mSNjQAM,2900,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vaQAC,Unit 1849 - Financial District,,a00oB000000mSNDQA2,2950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vbQAC,Unit 1850 - Irvington,001oB00000JcW9UQAV,a00oB000000mSNTQA2,2150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vcQAC,Unit 1851 - Ballard,,a00oB000000mSNaQAM,3500,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vdQAC,Unit 1852 - Financial District,001oB00000JcW8bQAF,a00oB000000mSNDQA2,3600,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3veQAC,Unit 1853 - Alberta Arts District,,a00oB000000mSNKQA2,1950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vfQAC,Unit 1854 - Belltown,001oB00000JcWA2QAN,a00oB000000mSNgQAM,4150,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vgQAC,Unit 1855 - Financial District,,a00oB000000mSNDQA2,4200,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vhQAC,Unit 1856 - Sellwood,001oB00000JcW9RQAV,a00oB000000mSNQQA2,1800,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3viQAC,Unit 1857 - West Seattle,,a00oB000000mSNmQAM,3950,FALSE,3,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vjQAC,Unit 1858 - Financial District,001oB00000JcW5eQAF,a00oB000000mSNDQA2,3950,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vkQAC,Unit 1859 - Foster-Powell,,a00oB000000mSNWQA2,2400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vlQAC,Unit 1860 - University District,001oB00000JcW6nQAF,a00oB000000mSNdQAM,2200,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vmQAC,Unit 1861 - Financial District,,a00oB000000mSNDQA2,3750,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vnQAC,Unit 1862 - Mississippi Avenue,001oB00000JcW9OQAV,a00oB000000mSNNQA2,2750,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3voQAC,Unit 1863 - Madison Park,,a00oB000000mSNjQAM,2800,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vpQAC,Unit 1864 - Financial District,001oB00000JcW8eQAF,a00oB000000mSNDQA2,4800,TRUE,3,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vqQAC,Unit 1865 - Irvington,,a00oB000000mSNTQA2,2550,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vrQAC,Unit 1866 - Ballard,001oB00000JcWArQAN,a00oB000000mSNaQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vsQAC,Unit 1867 - Financial District,,a00oB000000mSNDQA2,5400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vtQAC,Unit 1868 - Alberta Arts District,001oB00000JcW9LQAV,a00oB000000mSNKQA2,2400,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vuQAC,Unit 1869 - Belltown,,a00oB000000mSNgQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vvQAC,Unit 1870 - Financial District,001oB00000JcW8hQAF,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vwQAC,Unit 1871 - Sellwood,,a00oB000000mSNQQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vxQAC,Unit 1872 - West Seattle,001oB00000JcW9zQAF,a00oB000000mSNmQAM,2900,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vyQAC,Unit 1873 - Financial District,,a00oB000000mSNDQA2,2950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3vzQAC,Unit 1874 - Foster-Powell,001oB00000JcW9IQAV,a00oB000000mSNWQA2,3550,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w0QAC,Unit 1875 - University District,,a00oB000000mSNdQAM,3500,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w1QAC,Unit 1876 - Financial District,001oB00000JcW5bQAF,a00oB000000mSNDQA2,2800,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w2QAC,Unit 1877 - Mississippi Avenue,,a00oB000000mSNNQA2,3350,FALSE,3,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w3QAC,Unit 1878 - Madison Park,001oB00000JcWAuQAN,a00oB000000mSNjQAM,3250,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w4QAC,Unit 1879 - Financial District,,a00oB000000mSNDQA2,3400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w5QAC,Unit 1880 - Irvington,001oB00000JcW9FQAV,a00oB000000mSNTQA2,1800,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w6QAC,Unit 1881 - Ballard,,a00oB000000mSNaQAM,3050,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w7QAC,Unit 1882 - Financial District,001oB00000JcW8kQAF,a00oB000000mSNDQA2,3950,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w8QAC,Unit 1883 - Alberta Arts District,,a00oB000000mSNKQA2,2400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3w9QAC,Unit 1884 - Belltown,001oB00000JcW9wQAF,a00oB000000mSNgQAM,3800,TRUE,3,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wAQAS,Unit 1885 - Financial District,,a00oB000000mSNDQA2,3750,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wBQAS,Unit 1886 - Sellwood,001oB00000JcW9CQAV,a00oB000000mSNQQA2,2150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wCQAS,Unit 1887 - West Seattle,,a00oB000000mSNmQAM,4400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wDQAS,Unit 1888 - Financial District,001oB00000JcW8nQAF,a00oB000000mSNDQA2,3600,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wEQAS,Unit 1889 - Foster-Powell,,a00oB000000mSNWQA2,1950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wFQAS,Unit 1890 - University District,001oB00000JcW7cQAF,a00oB000000mSNdQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wGQAS,Unit 1891 - Financial District,,a00oB000000mSNDQA2,4200,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wHQAS,Unit 1892 - Mississippi Avenue,001oB00000JcW99QAF,a00oB000000mSNNQA2,2400,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wIQAS,Unit 1893 - Madison Park,,a00oB000000mSNjQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wJQAS,Unit 1894 - Financial District,001oB00000JcW6fQAF,a00oB000000mSNDQA2,5150,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wKQAS,Unit 1895 - Irvington,,a00oB000000mSNTQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wLQAS,Unit 1896 - Ballard,001oB00000JcWAxQAN,a00oB000000mSNaQAM,2200,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wMQAS,Unit 1897 - Financial District,,a00oB000000mSNDQA2,4950,FALSE,3,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wNQAS,Unit 1898 - Alberta Arts District,001oB00000JcW96QAF,a00oB000000mSNKQA2,2750,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wOQAS,Unit 1899 - Belltown,,a00oB000000mSNgQAM,2800,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wPQAS,Unit 1900 - Financial District,001oB00000JcW8qQAF,a00oB000000mSNDQA2,2800,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wQQAS,Unit 1901 - Sellwood,,a00oB000000mSNQQA2,2550,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wRQAS,Unit 1902 - West Seattle,001oB00000JcW9tQAF,a00oB000000mSNmQAM,3250,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wSQAS,Unit 1903 - Financial District,,a00oB000000mSNDQA2,3400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wTQAS,Unit 1904 - Foster-Powell,001oB00000JcW93QAF,a00oB000000mSNWQA2,3200,TRUE,3,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wUQAS,Unit 1905 - University District,,a00oB000000mSNdQAM,3050,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wVQAS,Unit 1906 - Financial District,001oB00000JcW6cQAF,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wWQAS,Unit 1907 - Mississippi Avenue,,a00oB000000mSNNQA2,3800,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wXQAS,Unit 1908 - Madison Park,001oB00000JcWB0QAN,a00oB000000mSNjQAM,2900,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wYQAS,Unit 1909 - Financial District,,a00oB000000mSNDQA2,2950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wZQAS,Unit 1910 - Irvington,001oB00000JcW90QAF,a00oB000000mSNTQA2,2150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3waQAC,Unit 1911 - Ballard,,a00oB000000mSNaQAM,3500,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wbQAC,Unit 1912 - Financial District,001oB00000JcWBzQAN,a00oB000000mSNDQA2,3600,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wcQAC,Unit 1913 - Alberta Arts District,,a00oB000000mSNKQA2,1950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wdQAC,Unit 1914 - Belltown,001oB00000JcW9qQAF,a00oB000000mSNgQAM,4150,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3weQAC,Unit 1915 - Financial District,,a00oB000000mSNDQA2,4200,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wfQAC,Unit 1916 - Sellwood,001oB00000JcW8xQAF,a00oB000000mSNQQA2,1800,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wgQAC,Unit 1917 - West Seattle,,a00oB000000mSNmQAM,3950,FALSE,3,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3whQAC,Unit 1918 - Financial District,001oB00000JcW8tQAF,a00oB000000mSNDQA2,3950,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wiQAC,Unit 1919 - Foster-Powell,,a00oB000000mSNWQA2,2400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wjQAC,Unit 1920 - University District,001oB00000JcWB3QAN,a00oB000000mSNdQAM,2200,TRUE,1,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wkQAC,Unit 1921 - Financial District,,a00oB000000mSNDQA2,3750,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wlQAC,Unit 1922 - Mississippi Avenue,001oB00000JcW8uQAF,a00oB000000mSNNQA2,2750,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wmQAC,Unit 1923 - Madison Park,,a00oB000000mSNjQAM,2800,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wnQAC,Unit 1924 - Financial District,001oB00000JcWBwQAN,a00oB000000mSNDQA2,4800,TRUE,3,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3woQAC,Unit 1925 - Irvington,,a00oB000000mSNTQA2,2550,FALSE,2,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wpQAC,Unit 1926 - Ballard,001oB00000JcW9nQAF,a00oB000000mSNaQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wqQAC,Unit 1927 - Financial District,,a00oB000000mSNDQA2,5400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wrQAC,Unit 1928 - Alberta Arts District,001oB00000JcW8rQAF,a00oB000000mSNKQA2,2400,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wsQAC,Unit 1929 - Belltown,,a00oB000000mSNgQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wtQAC,Unit 1930 - Financial District,001oB00000JcW8wQAF,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wuQAC,Unit 1931 - Sellwood,,a00oB000000mSNQQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wvQAC,Unit 1932 - West Seattle,001oB00000JcW6AQAV,a00oB000000mSNmQAM,2900,TRUE,2,,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
a03oB000000G3wwQAC,Unit 1933 - Financial District,,a00oB000000mSNDQA2,2950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:11.000+0000,2026-02-20T20:35:11.000+0000
